part_number,product_url
HOG 11,https://www.baumer.com/us/en/product-overview/rotary-encoders-angle-sensors/heavyduty-encoders-incremental/complete-portfolio-of-hollow-shaft-designs-/hog-11/p/29103
HOG 11 - DNV,https://www.baumer.com/us/en/product-overview/rotary-encoders-angle-sensors/heavyduty-encoders-incremental/complete-portfolio-of-hollow-shaft-designs-/hog-11---dnv/p/29105
HOG 11 G,https://www.baumer.com/us/en/product-overview/rotary-encoders-angle-sensors/heavyduty-encoders-incremental/complete-portfolio-of-hollow-shaft-designs-/hog-11-g/p/29297
POG 11 G,https://www.baumer.com/us/en/product-overview/rotary-encoders-angle-sensors/heavyduty-encoders-incremental/solid-shaft-with-euro-flange-b10/pog-11-g/p/29330
HOG 16,https://www.baumer.com/us/en/product-overview/rotary-encoders-angle-sensors/heavyduty-encoders-incremental/complete-portfolio-of-hollow-shaft-designs-/hog-16/p/29113
HOG 163,https://www.baumer.com/us/en/product-overview/rotary-encoders-angle-sensors/heavyduty-encoders-incremental/large-hollow-shafts-20-mm-to-150-mm/hog-163/p/29117
EExHOG 161,https://www.baumer.com/us/en/product-overview/rotary-encoders-angle-sensors/heavyduty-encoders-incremental/complete-portfolio-of-hollow-shaft-designs-/eexhog-161/p/29093
HG 6,https://www.baumer.com/us/en/product-overview/rotary-encoders-angle-sensors/heavyduty-encoders-incremental/for-highspeed-applications---optical-technology-without-integral-bearings/hg-6/p/28999
EHOG1060-C17100012,https://www.baumer.com/us/en/product-overview/rotary-encoders-angle-sensors/heavyduty-encoders-incremental/hog1000-series/hog1060-hog1070-/ehog1060-c17100012/p/94625
EHOG1060-C17200012,https://www.baumer.com/us/en/product-overview/rotary-encoders-angle-sensors/heavyduty-encoders-incremental/hog1000-series/hog1060-hog1070-/ehog1060-c17200012/p/94626
EHOG1060-C17P10012,https://www.baumer.com/us/en/product-overview/rotary-encoders-angle-sensors/heavyduty-encoders-incremental/hog1000-series/hog1060-hog1070-/ehog1060-c17p10012/p/94628
EHOG1060-C17PF0012,https://www.baumer.com/us/en/product-overview/rotary-encoders-angle-sensors/heavyduty-encoders-incremental/hog1000-series/hog1060-hog1070-/ehog1060-c17pf0012/p/94627
EHOG1060-E16100012,https://www.baumer.com/us/en/product-overview/rotary-encoders-angle-sensors/heavyduty-encoders-incremental/hog1000-series/hog1060-hog1070-/ehog1060-e16100012/p/94620
EHOG1060-E16100012/10,https://www.baumer.com/us/en/product-overview/rotary-encoders-angle-sensors/heavyduty-encoders-incremental/hog1000-series/hog1060-hog1070-/ehog1060-e16100012-10/p/98956
EHOG1060-E16200012,https://www.baumer.com/us/en/product-overview/rotary-encoders-angle-sensors/heavyduty-encoders-incremental/hog1000-series/hog1060-hog1070-/ehog1060-e16200012/p/94621
EHOG1060-E16P10012,https://www.baumer.com/us/en/product-overview/rotary-encoders-angle-sensors/heavyduty-encoders-incremental/hog1000-series/hog1060-hog1070-/ehog1060-e16p10012/p/94612
EHOG1060-E16PF0012,https://www.baumer.com/us/en/product-overview/rotary-encoders-angle-sensors/heavyduty-encoders-incremental/hog1000-series/hog1060-hog1070-/ehog1060-e16pf0012/p/94622
EHOG1060-E20100012,https://www.baumer.com/us/en/product-overview/rotary-encoders-angle-sensors/heavyduty-encoders-incremental/hog1000-series/hog1060-hog1070-/ehog1060-e20100012/p/94623
